id,temp,time,sex,rep,prod,dead,t_coma
38-100-F-13,38,16.10207988,F,13,3.93,0,15.95
38-100-F-14,38,16.10207988,F,14,6.76,0,15.13
38-100-F-15,38,16.10207988,F,15,5.02,0,
38-75-F-1,38,12.07655991,F,1,11.56,0,
38-75-F-2,38,12.07655991,F,2,6.55,0,
38-75-F-3,38,12.07655991,F,3,8.51,0,
38-75-F-4,38,12.07655991,F,4,6.11,0,
38-75-F-5,38,12.07655991,F,5,0,1,
38-75-F-6,38,12.07655991,F,6,2.84,0,10.33
38-75-F-7,38,12.07655991,F,7,8.29,0,10.33
38-75-F-8,38,12.07655991,F,8,6.98,0,10.33
38-75-F-9,38,12.07655991,F,9,0.87,0,
38-75-F-10,38,12.07655991,F,10,7.64,0,
38-75-F-11,38,12.07655991,F,11,0,1,7.67
38-75-F-12,38,12.07655991,F,12,5.67,0,9.92
38-75-F-13,38,12.07655991,F,13,1.31,0,
38-75-F-14,38,12.07655991,F,14,5.02,0,7.5
38-75-F-15,38,12.07655991,F,15,0,1,
38-50-F-1,38,8.051039942,F,1,4.58,0,
38-50-F-2,38,8.051039942,F,2,9.38,0,
38-50-F-3,38,8.051039942,F,3,5.24,0,
38-50-F-4,38,8.051039942,F,4,10.47,0,
38-50-F-5,38,8.051039942,F,5,6.76,0,
38-50-F-6,38,8.051039942,F,6,8.51,0,
38-50-F-7,38,8.051039942,F,7,0,0,
38-50-F-8,38,8.051039942,F,8,8.51,0,
38-50-F-9,38,8.051039942,F,9,0,0,
38-50-F-10,38,8.051039942,F,10,0,1,2.17
38-50-F-11,38,8.051039942,F,11,0,1,4.58
38-50-F-12,38,8.051039942,F,12,6.11,0,
38-50-F-13,38,8.051039942,F,13,4.8,0,4.67
38-50-F-14,38,8.051039942,F,14,9.6,0,4.75
38-50-F-15,38,8.051039942,F,15,10.04,0,
38-25-F-1,38,4.025519971,F,1,0.44,0,
38-25-F-2,38,4.025519971,F,2,8.51,0,
38-25-F-3,38,4.025519971,F,3,9.38,0,
38-25-F-4,38,4.025519971,F,4,3.93,0,
38-25-F-5,38,4.025519971,F,5,10.47,0,
38-25-F-6,38,4.025519971,F,6,0,1,
38-25-F-7,38,4.025519971,F,7,8.07,0,
38-25-F-8,38,4.025519971,F,8,9.6,0,
38-25-F-9,38,4.025519971,F,9,0,0,
38-25-F-10,38,4.025519971,F,10,11.56,0,
38-25-F-11,38,4.025519971,F,11,0,1,
38-25-F-12,38,4.025519971,F,12,4.36,0,
38-25-F-13,38,4.025519971,F,13,7.2,0,
38-25-F-14,38,4.025519971,F,14,4.58,0,
38-25-F-15,38,4.025519971,F,15,6.11,0,
37-200-F-1,37,79.03333333,F,1,0,1,53.37
37-200-F-2,37,79.03333333,F,2,0,1,51.42
37-200-F-3,37,79.03333333,F,3,0,1,50.17
37-200-F-4,37,79.03333333,F,4,0,1,25.02
37-200-F-5,37,79.03333333,F,5,0,1,34.33
37-200-F-6,37,79.03333333,F,6,0,1,24.5
37-200-F-7,37,79.03333333,F,7,0,1,37.97
37-200-F-8,37,79.03333333,F,8,0,1,48.25
37-200-F-9,37,79.03333333,F,9,0,1,36.72
37-200-F-10,37,79.03333333,F,10,0,1,36.42
37-200-F-11,37,79.03333333,F,11,0,1,36.83
37-200-F-12,37,79.03333333,F,12,0,1,48.28
37-200-F-13,37,79.03333333,F,13,0,1,37.15
37-200-F-14,37,79.03333333,F,14,0,1,30
37-200-F-15,37,79.03333333,F,15,0,1,46.22
37-175-F-1,37,69.15416667,F,1,0,1,25
37-175-F-2,37,69.15416667,F,2,0,1,46.42
37-175-F-3,37,69.15416667,F,3,0,1,34.47
37-175-F-4,37,69.15416667,F,4,0,1,47.38
37-175-F-5,37,69.15416667,F,5,0,1,24.22
37-175-F-6,37,69.15416667,F,6,0,1,24.22
37-175-F-7,37,69.15416667,F,7,0,1,31.53
37-175-F-8,37,69.15416667,F,8,0,0,38.28
37-175-F-9,37,69.15416667,F,9,0,1,24.42
37-175-F-10,37,69.15416667,F,10,0,1,23.22
37-175-F-11,37,69.15416667,F,11,0,0,25.67
37-175-F-12,37,69.15416667,F,12,0,1,23.62
37-175-F-13,37,69.15416667,F,13,0,1,40.17
37-175-F-14,37,69.15416667,F,14,0,1,43.45
37-175-F-15,37,69.15416667,F,15,0,1,
37-150-F-1,37,59.275,F,1,0,1,28.45
37-150-F-2,37,59.275,F,2,0,1,54.17
37-150-F-3,37,59.275,F,3,0,0,58.22
37-150-F-4,37,59.275,F,4,0,0,58.43
37-150-F-5,37,59.275,F,5,0,0,58.43
37-150-F-6,37,59.275,F,6,0,0,54.93
37-150-F-7,37,59.275,F,7,0,0,58.5
37-150-F-8,37,59.275,F,8,0,1,25
37-150-F-9,37,59.275,F,9,0.44,0,25
37-150-F-10,37,59.275,F,10,0,1,25
37-150-F-11,37,59.275,F,11,0,1,46.27
37-150-F-12,37,59.275,F,12,0,0,46.27
37-150-F-13,37,59.275,F,13,0,0,24.22
37-150-F-14,37,59.275,F,14,0,1,24.22
37-150-F-15,37,59.275,F,15,0,0,24.22
37-125-F-1,37,49.39583333,F,1,0,1,19.08
37-125-F-2,37,49.39583333,F,2,0.22,0,37.97
37-125-F-3,37,49.39583333,F,3,0,1,12.03
37-125-F-4,37,49.39583333,F,4,0,0,46.05
37-125-F-5,37,49.39583333,F,5,0.87,0,38.17
37-125-F-6,37,49.39583333,F,6,0,1,38.17
37-125-F-7,37,49.39583333,F,7,0,1,30.42
37-125-F-8,37,49.39583333,F,8,0,1,38.62
37-125-F-9,37,49.39583333,F,9,0,0,38.33
37-125-F-10,37,49.39583333,F,10,0,1,23.03
37-125-F-11,37,49.39583333,F,11,0,1,
37-125-F-12,37,49.39583333,F,12,0,0,23.05
37-125-F-13,37,49.39583333,F,13,0,0,19.6
37-125-F-14,37,49.39583333,F,14,0,0,23.25
37-125-F-15,37,49.39583333,F,15,0.65,0,
37-100-F-1,37,39.51666667,F,1,1.31,0,34.17
37-100-F-2,37,39.51666667,F,2,0,1,34.17
37-100-F-3,37,39.51666667,F,3,0.44,0,
37-100-F-4,37,39.51666667,F,4,1.75,0,
37-100-F-5,37,39.51666667,F,5,0,1,
37-100-F-6,37,39.51666667,F,6,0,1,38.33
37-100-F-7,37,39.51666667,F,7,1.53,0,38.33
37-100-F-8,37,39.51666667,F,8,1.53,0,
37-100-F-9,37,39.51666667,F,9,1.09,0,
37-100-F-10,37,39.51666667,F,10,0.44,0,
37-100-F-11,37,39.51666667,F,11,1.75,0,
37-100-F-12,37,39.51666667,F,12,0.65,0,
37-100-F-13,37,39.51666667,F,13,0.87,0,
37-100-F-14,37,39.51666667,F,14,0,0,
37-100-F-15,37,39.51666667,F,15,0.22,0,
37-75-F-1,37,29.6375,F,1,0,1,
37-75-F-2,37,29.6375,F,2,0,0,
37-75-F-3,37,29.6375,F,3,5.45,0,
37-75-F-4,37,29.6375,F,4,0.22,0,
37-75-F-5,37,29.6375,F,5,2.4,0,
37-75-F-6,37,29.6375,F,6,0.65,0,
37-75-F-7,37,29.6375,F,7,0.44,0,
37-75-F-8,37,29.6375,F,8,1.53,0,
37-75-F-9,37,29.6375,F,9,1.53,0,26.5
37-75-F-10,37,29.6375,F,10,0,0,
37-75-F-11,37,29.6375,F,11,1.75,0,
37-75-F-12,37,29.6375,F,12,0.65,0,
37-75-F-13,37,29.6375,F,13,0.87,0,
37-75-F-14,37,29.6375,F,14,0.22,0,
37-75-F-15,37,29.6375,F,15,6.55,0,
37-50-F-1,37,19.75833333,F,1,0,1,
37-50-F-2,37,19.75833333,F,2,0.65,0,
37-50-F-3,37,19.75833333,F,3,4.58,0,
37-50-F-4,37,19.75833333,F,4,1.31,0,
37-50-F-5,37,19.75833333,F,5,0.65,0,
37-50-F-6,37,19.75833333,F,6,3.27,0,
37-50-F-7,37,19.75833333,F,7,4.36,0,
37-50-F-8,37,19.75833333,F,8,0.22,0,
37-50-F-9,37,19.75833333,F,9,3.05,0,
37-50-F-10,37,19.75833333,F,10,1.53,0,
37-50-F-11,37,19.75833333,F,11,2.84,0,
37-50-F-12,37,19.75833333,F,12,4.36,0,
37-50-F-13,37,19.75833333,F,13,0.22,0,
37-50-F-14,37,19.75833333,F,14,1.09,0,
37-50-F-15,37,19.75833333,F,15,0,1,
37-25-F-1,37,9.879166667,F,1,0.44,0,
37-25-F-2,37,9.879166667,F,2,0.65,0,
37-25-F-3,37,9.879166667,F,3,0,0,
37-25-F-4,37,9.879166667,F,4,0.22,0,
37-25-F-5,37,9.879166667,F,5,0,1,
37-25-F-6,37,9.879166667,F,6,5.89,0,
37-25-F-7,37,9.879166667,F,7,1.31,0,
37-25-F-8,37,9.879166667,F,8,0,0,
37-25-F-9,37,9.879166667,F,9,3.71,0,
37-25-F-10,37,9.879166667,F,10,0,1,
37-25-F-11,37,9.879166667,F,11,0.44,0,
37-25-F-12,37,9.879166667,F,12,3.49,0,
37-25-F-13,37,9.879166667,F,13,0.65,0,
37-25-F-14,37,9.879166667,F,14,0.22,0,
37-25-F-15,37,9.879166667,F,15,0.87,0,
36-250-F-1,36,242.4480185,F,1,0,1,141.65
36-250-F-2,36,242.4480185,F,2,0,1,105.33
36-250-F-3,36,242.4480185,F,3,0,1,117.84
36-250-F-4,36,242.4480185,F,4,0,1,88.55
36-250-F-5,36,242.4480185,F,5,0,1,104.23
36-250-F-6,36,242.4480185,F,6,0,1,98.29
36-250-F-7,36,242.4480185,F,7,0,1,97.69
36-250-F-8,36,242.4480185,F,8,0,1,105.62
36-250-F-9,36,242.4480185,F,9,0,1,118.87
36-250-F-10,36,242.4480185,F,10,0,1,102.68
36-250-F-11,36,242.4480185,F,11,0,1,91.3
36-250-F-12,36,242.4480185,F,12,0,1,108.21
36-250-F-13,36,242.4480185,F,13,0,1,121.04
36-250-F-14,36,242.4480185,F,14,0,1,112.76
36-250-F-15,36,242.4480185,F,15,0,1,135.69
36-200-F-1,36,193.9584148,F,1,0,0,117
36-200-F-2,36,193.9584148,F,2,0,1,131
36-200-F-3,36,193.9584148,F,3,0,0,117
36-200-F-4,36,193.9584148,F,4,0,1,118
36-200-F-5,36,193.9584148,F,5,0,0,119
36-200-F-6,36,193.9584148,F,6,0,1,119
36-200-F-7,36,193.9584148,F,7,0,0,119
36-200-F-8,36,193.9584148,F,8,0,1,89.67
36-200-F-9,36,193.9584148,F,9,0,1,108
36-200-F-10,36,193.9584148,F,10,0,1,90.83
36-200-F-11,36,193.9584148,F,11,0,1,41.67
36-200-F-12,36,193.9584148,F,12,0,1,59.83
36-200-F-13,36,193.9584148,F,13,0,1,108
36-200-F-14,36,193.9584148,F,14,0,0,109
36-200-F-15,36,193.9584148,F,15,0,1,114
36-175-F-1,36,169.7136129,F,1,0,0,93.83
36-175-F-2,36,169.7136129,F,2,0,1,129
36-175-F-3,36,169.7136129,F,3,0,1,38.67
36-175-F-4,36,169.7136129,F,4,0,0,101
36-175-F-5,36,169.7136129,F,5,0,1,101
36-175-F-6,36,169.7136129,F,6,0,1,
36-175-F-7,36,169.7136129,F,7,0,1,129
36-175-F-8,36,169.7136129,F,8,0,1,39.5
36-175-F-9,36,169.7136129,F,9,0,0,113
36-175-F-10,36,169.7136129,F,10,0,1,39.83
36-175-F-11,36,169.7136129,F,11,0,1,102
36-175-F-12,36,169.7136129,F,12,0,1,58.5
36-175-F-13,36,169.7136129,F,13,0,1,103
36-175-F-14,36,169.7136129,F,14,0,0,84.5
36-175-F-15,36,169.7136129,F,15,0,1,129
36-150-F-1,36,145.4688111,F,1,0,1,96.25
36-150-F-2,36,145.4688111,F,2,0,1,77.38
36-150-F-3,36,145.4688111,F,3,0,1,101
36-150-F-4,36,145.4688111,F,4,0,1,101
36-150-F-5,36,145.4688111,F,5,0,1,101
36-150-F-6,36,145.4688111,F,6,0,1,40.5
36-150-F-7,36,145.4688111,F,7,0,1,109.25
36-150-F-8,36,145.4688111,F,8,0,0,109.25
36-150-F-9,36,145.4688111,F,9,0,0,114.05
36-150-F-10,36,145.4688111,F,10,0,1,115.25
36-150-F-11,36,145.4688111,F,11,0,1,
36-150-F-12,36,145.4688111,F,12,0,1,113.32
36-150-F-13,36,145.4688111,F,13,0,0,114.03
36-150-F-14,36,145.4688111,F,14,0,1,115.25
36-150-F-15,36,145.4688111,F,15,0,1,72.72
36-125-F-1,36,126.2166667,F,1,0,1,106.25
36-125-F-2,36,126.2166667,F,2,0,0,
36-125-F-3,36,126.2166667,F,3,0,1,60.63
36-125-F-4,36,126.2166667,F,4,0,1,118.25
36-125-F-5,36,126.2166667,F,5,0,0,113.05
36-125-F-6,36,126.2166667,F,6,0,0,107.72
36-125-F-7,36,126.2166667,F,7,0,1,61.2
36-125-F-8,36,126.2166667,F,8,0,1,39.6
36-125-F-9,36,126.2166667,F,9,0,1,107.5
36-125-F-10,36,126.2166667,F,10,0,1,21.5
36-125-F-11,36,126.2166667,F,11,0,0,120.05
36-125-F-12,36,126.2166667,F,12,0,1,120.05
36-125-F-13,36,126.2166667,F,13,0,1,118.88
36-125-F-14,36,126.2166667,F,14,0.21,0,118.5
36-125-F-15,36,126.2166667,F,15,0,1,102.18
36-100-F-1,36,96.97920739,F,1,0.41,0,
36-100-F-2,36,96.97920739,F,2,0,0,
36-100-F-3,36,96.97920739,F,3,1.64,0,
36-100-F-4,36,96.97920739,F,4,1.64,0,
36-100-F-5,36,96.97920739,F,5,0,0,
36-100-F-6,36,96.97920739,F,6,0,0,
36-100-F-7,36,96.97920739,F,7,1.23,0,
36-100-F-8,36,96.97920739,F,8,0,1,32.07
36-100-F-9,36,96.97920739,F,9,0,1,32.42
36-100-F-10,36,96.97920739,F,10,0,1,
36-100-F-11,36,96.97920739,F,11,0.21,0,
36-100-F-12,36,96.97920739,F,12,0,1,
36-100-F-13,36,96.97920739,F,13,0,0,
36-100-F-14,36,96.97920739,F,14,0,0,82.22
36-100-F-15,36,96.97920739,F,15,0,0,
36-75-F-1,36,72.73440555,F,1,0.41,0,
36-75-F-2,36,72.73440555,F,2,0,0,
36-75-F-3,36,72.73440555,F,3,0,1,37.83
36-75-F-4,36,72.73440555,F,4,1.03,0,
36-75-F-5,36,72.73440555,F,5,1.64,0,
36-75-F-6,36,72.73440555,F,6,1.44,0,
36-75-F-7,36,72.73440555,F,7,0,1,
36-75-F-8,36,72.73440555,F,8,0,1,
36-75-F-9,36,72.73440555,F,9,0,1,44.33
36-75-F-10,36,72.73440555,F,10,0,0,44.83
36-75-F-11,36,72.73440555,F,11,0.62,0,
36-75-F-12,36,72.73440555,F,12,0,0,
36-75-F-13,36,72.73440555,F,13,1.03,0,
36-75-F-14,36,72.73440555,F,14,0,1,45.17
36-75-F-15,36,72.73440555,F,15,0,0,
36-50-F-1,36,48.4896037,F,1,0,1,
36-50-F-2,36,48.4896037,F,2,0,1,
36-50-F-3,36,48.4896037,F,3,0.21,0,
36-50-F-4,36,48.4896037,F,4,4.31,0,
36-50-F-5,36,48.4896037,F,5,0,0,
36-50-F-6,36,48.4896037,F,6,0,1,31.67
36-50-F-7,36,48.4896037,F,7,0,1,
36-50-F-8,36,48.4896037,F,8,1.85,0,
36-50-F-9,36,48.4896037,F,9,0,0,45.67
36-50-F-10,36,48.4896037,F,10,0,0,
36-50-F-11,36,48.4896037,F,11,0,0,
36-50-F-12,36,48.4896037,F,12,0.21,0,
36-50-F-13,36,48.4896037,F,13,0,1,
36-50-F-14,36,48.4896037,F,14,0.82,0,
36-50-F-15,36,48.4896037,F,15,2.46,0,
36-25-F-1,36,24.24480185,F,1,0.82,0,
36-25-F-2,36,24.24480185,F,2,0,1,
36-25-F-3,36,24.24480185,F,3,1.03,0,
36-25-F-4,36,24.24480185,F,4,0,1,
36-25-F-5,36,24.24480185,F,5,0,0,
36-25-F-6,36,24.24480185,F,6,0,0,
36-25-F-7,36,24.24480185,F,7,0,1,
36-25-F-8,36,24.24480185,F,8,0,0,
36-25-F-9,36,24.24480185,F,9,0.21,0,
36-25-F-10,36,24.24480185,F,10,0,1,
36-25-F-11,36,24.24480185,F,11,1.44,0,
36-25-F-12,36,24.24480185,F,12,0.21,0,
36-25-F-13,36,24.24480185,F,13,0.21,0,
36-25-F-14,36,24.24480185,F,14,6.56,0,
36-25-F-15,36,24.24480185,F,15,0,1,
35-300-F-1,35,714,F,1,0,1,238.25
35-300-F-2,35,714,F,2,0,1,248.07
35-300-F-3,35,714,F,3,0,1,253.95
35-300-F-4,35,714,F,4,0,1,262.59
35-300-F-5,35,714,F,5,0,1,319.9
35-300-F-6,35,714,F,6,0,1,297.93
35-300-F-7,35,714,F,7,0,1,281.43
35-300-F-8,35,714,F,8,0,1,262.28
35-300-F-9,35,714,F,9,0,1,252.74
35-300-F-10,35,714,F,10,0,1,277.82
35-300-F-11,35,714,F,11,0,1,206.68
35-300-F-12,35,714,F,12,0,1,255.63
35-300-F-13,35,714,F,13,0,1,308.64
35-300-F-14,35,714,F,14,0,1,305.57
35-300-F-15,35,714,F,15,0,1,307.63
35-250-F-1,35,595,F,1,0,1,298.58
35-250-F-2,35,595,F,2,0,1,270.32
35-250-F-3,35,595,F,3,0,1,244
35-250-F-4,35,595,F,4,0,1,250.62
35-250-F-5,35,595,F,5,0,1,207.44
35-250-F-6,35,595,F,6,0,1,305.12
35-250-F-7,35,595,F,7,0,1,210.61
35-250-F-8,35,595,F,8,0,1,272.02
35-250-F-9,35,595,F,9,0,1,296.41
35-250-F-10,35,595,F,10,0,1,220.96
35-250-F-11,35,595,F,11,0,1,286.38
35-250-F-12,35,595,F,12,0,1,227.06
35-250-F-13,35,595,F,13,0,1,239.5
35-250-F-14,35,595,F,14,0,1,266.82
35-250-F-15,35,595,F,15,0,1,229.82
35-200-F-1,35,476,F,1,0,1,243
35-200-F-2,35,476,F,2,0,1,290
35-200-F-3,35,476,F,3,0,1,256
35-200-F-4,35,476,F,4,0,1,243
35-200-F-5,35,476,F,5,0,1,41.43
35-200-F-6,35,476,F,6,0,1,241
35-200-F-7,35,476,F,7,0,1,256
35-200-F-8,35,476,F,8,0,1,217
35-200-F-9,35,476,F,9,0,1,235
35-200-F-10,35,476,F,10,0,1,225
35-200-F-11,35,476,F,11,0,1,271
35-200-F-12,35,476,F,12,0,1,242
35-200-F-13,35,476,F,13,0,1,242
35-200-F-14,35,476,F,14,0,1,195
35-200-F-15,35,476,F,15,0,1,13.45
35-175-F-1,35,416.5,F,1,0,1,265
35-175-F-2,35,416.5,F,2,0,1,175
35-175-F-3,35,416.5,F,3,0,1,217
35-175-F-4,35,416.5,F,4,0,1,252
35-175-F-5,35,416.5,F,5,0,1,255
35-175-F-6,35,416.5,F,6,0,1,256
35-175-F-7,35,416.5,F,7,0,1,290
35-175-F-8,35,416.5,F,8,0,1,260
35-175-F-9,35,416.5,F,9,0,1,255
35-175-F-10,35,416.5,F,10,0,1,261
35-175-F-11,35,416.5,F,11,0,1,261
35-175-F-12,35,416.5,F,12,0,1,260
35-175-F-13,35,416.5,F,13,0,1,267
35-175-F-14,35,416.5,F,14,0,1,254
35-175-F-15,35,416.5,F,15,0,1,261
35-150-F-1,35,357,F,1,0,1,198
35-150-F-2,35,357,F,2,0,1,241
35-150-F-3,35,357,F,3,0,1,240
35-150-F-4,35,357,F,4,0,1,215
35-150-F-5,35,357,F,5,0,1,220
35-150-F-6,35,357,F,6,0,1,235
35-150-F-7,35,357,F,7,0,1,270
35-150-F-8,35,357,F,8,0,1,217
35-150-F-9,35,357,F,9,0,1,254
35-150-F-10,35,357,F,10,0,1,241
35-150-F-11,35,357,F,11,0,1,252
35-150-F-12,35,357,F,12,0,1,195
35-150-F-13,35,357,F,13,0,1,242
35-150-F-14,35,357,F,14,0,1,255
35-150-F-15,35,357,F,15,0,1,295
35-125-F-1,35,297.5,F,1,3.93,0,210
35-125-F-2,35,297.5,F,2,2.4,0,257
35-125-F-3,35,297.5,F,3,2.4,0,210
35-125-F-4,35,297.5,F,4,0,1,238
35-125-F-5,35,297.5,F,5,0,0,240
35-125-F-6,35,297.5,F,6,0,1,265
35-125-F-7,35,297.5,F,7,4.8,0,
35-125-F-8,35,297.5,F,8,0,1,240
35-125-F-9,35,297.5,F,9,1.53,0,296
35-125-F-10,35,297.5,F,10,0,1,235
35-125-F-11,35,297.5,F,11,0,1,130.5
35-125-F-12,35,297.5,F,12,0,1,260
35-125-F-13,35,297.5,F,13,4.36,0,243
35-125-F-14,35,297.5,F,14,1.31,0,243
35-125-F-15,35,297.5,F,15,0,1,243
35-100-F-1,35,238,F,1,1.09,0,
35-100-F-2,35,238,F,2,0,1,123.83
35-100-F-3,35,238,F,3,3.93,0,
35-100-F-4,35,238,F,4,0,0,217
35-100-F-5,35,238,F,5,0,1,
35-100-F-6,35,238,F,6,2.4,0,201
35-100-F-7,35,238,F,7,1.53,0,
35-100-F-8,35,238,F,8,3.27,0,
35-100-F-9,35,238,F,9,3.05,0,220
35-100-F-10,35,238,F,10,0,0,
35-100-F-11,35,238,F,11,1.96,0,
35-100-F-12,35,238,F,12,0,1,
35-100-F-13,35,238,F,13,1.75,0,
35-100-F-14,35,238,F,14,2.62,0,
35-100-F-15,35,238,F,15,0,0,202
35-75-F-1,35,178.5,F,1,3.93,0,
35-75-F-2,35,178.5,F,2,0,1,
35-75-F-3,35,178.5,F,3,0.65,0,
35-75-F-4,35,178.5,F,4,0,0,122.72
35-75-F-5,35,178.5,F,5,0,0,
35-75-F-6,35,178.5,F,6,4.36,0,
35-75-F-7,35,178.5,F,7,0.22,0,
35-75-F-8,35,178.5,F,8,1.75,0,
35-75-F-9,35,178.5,F,9,3.93,0,
35-75-F-10,35,178.5,F,10,3.27,0,
35-75-F-11,35,178.5,F,11,6.98,0,
35-75-F-12,35,178.5,F,12,5.24,0,
35-75-F-13,35,178.5,F,13,0.44,0,
35-75-F-14,35,178.5,F,14,1.09,0,
35-75-F-15,35,178.5,F,15,0,1,
35-50-F-1,35,119,F,1,5.89,0,
35-50-F-2,35,119,F,2,4.8,0,
